company_name,operation_in_CA,operation_reasoning,trader_in_CA,trader_reasoning,google_link
Crestpoint Real Estate Investments Ltd.,1.0,My knowledge base confirms that Crestpoint Real Estate Investments Ltd. operates in Canada. It is a Canadian real estate investment management firm that focuses on acquiring and managing income-producing properties across the country.,,,https://www.google.com/search?q=Crestpoint%20Real%20Estate%20Investments%20Ltd.+careers
Bristol Gate Capital Partners,1.0,"My knowledge base confirms that Bristol Gate Capital Partners operates in Canada, as it is a Canadian investment management firm based in Toronto.",,,https://www.google.com/search?q=Bristol%20Gate%20Capital%20Partners+careers
Matco Financial Inc.,1.0,"My knowledge base confirms that Matco Financial Inc. operates in Canada, providing investment management services and financial solutions to clients within the country.",,,https://www.google.com/search?q=Matco%20Financial%20Inc.+careers
Starlight Investments,1.0,"My knowledge base confirms that Starlight Investments operates in Canada, as it is a Canadian real estate investment firm based in Toronto. They are actively involved in various real estate investment activities across the country.",,,https://www.google.com/search?q=Starlight%20Investments+careers
Trez Capital,1.0,"My knowledge base confirms that Trez Capital operates in Canada, as it is a Canadian-based real estate investment firm that focuses on providing financing solutions and investment opportunities within the Canadian market.",,,https://www.google.com/search?q=Trez%20Capital+careers
Kilgour Williams Capital,1.0,"My knowledge base confirms that Kilgour Williams Capital is a Canadian investment management firm based in Toronto, Ontario. Therefore, it is surely operating in Canada.",,,https://www.google.com/search?q=Kilgour%20Williams%20Capital+careers
RFA Capital,1.0,"My knowledge base confirms that RFA Capital operates in Canada, specifically providing investment management and financial services. They have a presence in the Canadian market, which supports the score of 1.",,,https://www.google.com/search?q=RFA%20Capital+careers
Burgundy Asset Management,1.0,"My knowledge base confirms that Burgundy Asset Management is a Canadian investment management firm based in Toronto, Ontario. Therefore, it is surely operating in Canada.",,,https://www.google.com/search?q=Burgundy%20Asset%20Management+careers
Timbercreek Asset Management,1.0,"My knowledge base confirms that Timbercreek Asset Management operates in Canada. The firm is based in Toronto and focuses on real estate and alternative investments, making it a significant player in the Canadian financial landscape.",,,https://www.google.com/search?q=Timbercreek%20Asset%20Management+careers
Slate Asset Management,1.0,"My knowledge base confirms that Slate Asset Management operates in Canada, as it is a Canadian-based investment management firm specializing in real estate and infrastructure investments.",,,https://www.google.com/search?q=Slate%20Asset%20Management+careers
Picton Mahoney Asset Management,1.0,"My knowledge base confirms that Picton Mahoney Asset Management is a Canadian firm based in Toronto, Ontario. It specializes in investment management and operates within Canada, making it a clear case of a company that surely operates in Canada.",,,https://www.google.com/search?q=Picton%20Mahoney%20Asset%20Management+careers
PenderFund Capital Management,1.0,"My knowledge base confirms that PenderFund Capital Management is a Canadian investment management firm based in Vancouver, British Columbia. Therefore, it is surely operating in Canada.",,,https://www.google.com/search?q=PenderFund%20Capital%20Management+careers
Palos Management,1.0,"My knowledge base confirms that Palos Management is a Canadian investment management firm based in Montreal, Quebec. Therefore, it is surely operating in Canada.",,,https://www.google.com/search?q=Palos%20Management+careers
Lawrence Asset Management Inc.,1.0,"My knowledge base confirms that Lawrence Asset Management Inc. operates in Canada, specifically providing investment management services within the Canadian market.",,,https://www.google.com/search?q=Lawrence%20Asset%20Management%20Inc.+careers
Vertex One Asset Management,1.0,"My knowledge base confirms that Vertex One Asset Management is a Canadian investment management firm based in Vancouver, British Columbia. Therefore, it is surely operating in Canada.",,,https://www.google.com/search?q=Vertex%20One%20Asset%20Management+careers
CI Financial,1.0,"My knowledge base confirms that CI Financial is a Canadian company, headquartered in Toronto, Ontario. It operates extensively within Canada, providing a range of financial services including asset management and investment solutions.",,,https://www.google.com/search?q=CI%20Financial+careers
Mackenzie Investments,1.0,"My knowledge base confirms that Mackenzie Investments is a well-established financial services company operating in Canada. It is one of the largest investment management firms in the country and is part of the IGM Financial group, which is based in Canada.",,,https://www.google.com/search?q=Mackenzie%20Investments+careers
Manulife Investment Management,1.0,"My knowledge base confirms that Manulife Investment Management operates in Canada, as it is a subsidiary of Manulife Financial Corporation, which is headquartered in Toronto, Ontario. Manulife is a well-established financial services group in Canada, providing a range of investment management services.",,,https://www.google.com/search?q=Manulife%20Investment%20Management+careers
Citadel LLC (Canada),1.0,,,,https://www.google.com/search?q=Citadel%20LLC%20%28Canada%29+careers
Trafigura Canada,1.0,,,,https://www.google.com/search?q=Trafigura%20Canada+careers
BP Canada Energy Group,1.0,,,,https://www.google.com/search?q=BP%20Canada%20Energy%20Group+careers
Shell Trading Canada,1.0,,,,https://www.google.com/search?q=Shell%20Trading%20Canada+careers
Koch Industries Canada,1.0,,,,https://www.google.com/search?q=Koch%20Industries%20Canada+careers
Rio Tinto Canada,1.0,,,,https://www.google.com/search?q=Rio%20Tinto%20Canada+careers
Glencore Canada,1.0,,,,https://www.google.com/search?q=Glencore%20Canada+careers
Cargill Canada,1.0,,,,https://www.google.com/search?q=Cargill%20Canada+careers
PointsBet Canada,1.0,,,,https://www.google.com/search?q=PointsBet%20Canada+careers
DraftKings Canada,1.0,,,,https://www.google.com/search?q=DraftKings%20Canada+careers
Coolbet Canada,1.0,,,,https://www.google.com/search?q=Coolbet%20Canada+careers
Betway Canada,1.0,,,,https://www.google.com/search?q=Betway%20Canada+careers
Bet365 (Canada),1.0,,,,https://www.google.com/search?q=Bet365%20%28Canada%29+careers
Brevan Howard Asset Management Canada,1.0,,,,https://www.google.com/search?q=Brevan%20Howard%20Asset%20Management%20Canada+careers
Point72 Asset Management Canada,1.0,,,,https://www.google.com/search?q=Point72%20Asset%20Management%20Canada+careers
Two Sigma Investments Canada,1.0,,,,https://www.google.com/search?q=Two%20Sigma%20Investments%20Canada+careers
Viterra Canada,1.0,,,,https://www.google.com/search?q=Viterra%20Canada+careers
Millennium Management LLC (Canada),1.0,,,,https://www.google.com/search?q=Millennium%20Management%20LLC%20%28Canada%29+careers
Man Group Canada,1.0,,,,https://www.google.com/search?q=Man%20Group%20Canada+careers
AQR Capital Management (Canada),1.0,,,,https://www.google.com/search?q=AQR%20Capital%20Management%20%28Canada%29+careers
British Columbia Investment Management Corporation (BCI),1.0,,,,https://www.google.com/search?q=British%20Columbia%20Investment%20Management%20Corporation%20%28BCI%29+careers
OMERS (Ontario Municipal Employees Retirement System),1.0,,,,https://www.google.com/search?q=OMERS%20%28Ontario%20Municipal%20Employees%20Retirement%20System%29+careers
AIMCo (Alberta Investment Management Corporation),1.0,,,,https://www.google.com/search?q=AIMCo%20%28Alberta%20Investment%20Management%20Corporation%29+careers
HOOPP (Healthcare of Ontario Pension Plan),1.0,,,,https://www.google.com/search?q=HOOPP%20%28Healthcare%20of%20Ontario%20Pension%20Plan%29+careers
Ontario Teachers’ Pension Plan,1.0,,,,https://www.google.com/search?q=Ontario%20Teachers%E2%80%99%20Pension%20Plan+careers
Dimensional Fund Advisors Canada,1.0,,,,https://www.google.com/search?q=Dimensional%20Fund%20Advisors%20Canada+careers
Horizons ETFs Management Canada Inc.,1.0,,,,https://www.google.com/search?q=Horizons%20ETFs%20Management%20Canada%20Inc.+careers
Vanguard Investments Canada,1.0,,,,https://www.google.com/search?q=Vanguard%20Investments%20Canada+careers
PIMCO Canada,1.0,,,,https://www.google.com/search?q=PIMCO%20Canada+careers
Franklin Templeton Investments Canada,1.0,,,,https://www.google.com/search?q=Franklin%20Templeton%20Investments%20Canada+careers
Invesco Canada,1.0,,,,https://www.google.com/search?q=Invesco%20Canada+careers
Vitol Canada,1.0,,,,https://www.google.com/search?q=Vitol%20Canada+careers
Bunge Canada,1.0,,,,https://www.google.com/search?q=Bunge%20Canada+careers
Scotia Global Asset Management,1.0,"My knowledge base confirms that Scotia Global Asset Management is a division of Scotiabank, which operates extensively in Canada. Therefore, it is certain that Scotia Global Asset Management operates in Canada.",,,https://www.google.com/search?q=Scotia%20Global%20Asset%20Management+careers
Amundi Canada,1.0,,,,https://www.google.com/search?q=Amundi%20Canada+careers
CIBC Asset Management,1.0,"My knowledge base confirms that CIBC Asset Management is a division of Canadian Imperial Bank of Commerce (CIBC), which is a major financial institution operating in Canada. Therefore, it is certain that CIBC Asset Management operates in Canada.",,,https://www.google.com/search?q=CIBC%20Asset%20Management+careers
BMO Global Asset Management,1.0,"My knowledge base confirms that BMO Global Asset Management is a division of the Bank of Montreal (BMO), which operates extensively in Canada. BMO is one of the largest financial institutions in Canada, and its asset management services are available to Canadian clients.",,,https://www.google.com/search?q=BMO%20Global%20Asset%20Management+careers
TD Asset Management,1.0,"My knowledge base confirms that TD Asset Management is a division of Toronto-Dominion Bank (TD Bank), which operates extensively in Canada. Therefore, TD Asset Management is surely operating in Canada.",,,https://www.google.com/search?q=TD%20Asset%20Management+careers
RBC Global Asset Management,1.0,"My knowledge base confirms that RBC Global Asset Management is a division of the Royal Bank of Canada (RBC), which operates extensively in Canada. Therefore, it is certain that RBC Global Asset Management operates in Canada.",,,https://www.google.com/search?q=RBC%20Global%20Asset%20Management+careers
"GIC Private Limited (Singaporean sovereign wealth fund with significant global investments, including Canada)",1.0,,,,https://www.google.com/search?q=GIC%20Private%20Limited%20%28Singaporean%20sovereign%20wealth%20fund%20with%20significant%20global%20investments%2C%20including%20Canada%29+careers
"ICBC (Industrial and Commercial Bank of China, operating globally, including potential ventures in Canada)",1.0,,,,https://www.google.com/search?q=ICBC%20%28Industrial%20and%20Commercial%20Bank%20of%20China%2C%20operating%20globally%2C%20including%20potential%20ventures%20in%20Canada%29+careers
"China Investment Corporation (investments and global reach, including in Canada)",1.0,,,,https://www.google.com/search?q=China%20Investment%20Corporation%20%28investments%20and%20global%20reach%2C%20including%20in%20Canada%29+careers
"Hang Seng Bank (subsidiary of HSBC, may have connections to Canada via HSBC)",1.0,,,,https://www.google.com/search?q=Hang%20Seng%20Bank%20%28subsidiary%20of%20HSBC%2C%20may%20have%20connections%20to%20Canada%20via%20HSBC%29+careers
Manulife Financial (headquartered in Canada but with significant roots in Asia),1.0,,,,https://www.google.com/search?q=Manulife%20Financial%20%28headquartered%20in%20Canada%20but%20with%20significant%20roots%20in%20Asia%29+careers
China Asset Management (Canada),1.0,,,,https://www.google.com/search?q=China%20Asset%20Management%20%28Canada%29+careers
Bank of China (Canada),1.0,,,,https://www.google.com/search?q=Bank%20of%20China%20%28Canada%29+careers
HSBC Global Asset Management (Canada),1.0,,,,https://www.google.com/search?q=HSBC%20Global%20Asset%20Management%20%28Canada%29+careers
Toronto Dominion (TD) Wealth,1.0,,,,https://www.google.com/search?q=Toronto%20Dominion%20%28TD%29%20Wealth+careers
Arrowstreet Capital Canada,1.0,,,,https://www.google.com/search?q=Arrowstreet%20Capital%20Canada+careers
Franklin Templeton Canada,1.0,,,,https://www.google.com/search?q=Franklin%20Templeton%20Canada+careers
Raymond James Canada,1.0,,,,https://www.google.com/search?q=Raymond%20James%20Canada+careers
Invesco Canada,1.0,,,,https://www.google.com/search?q=Invesco%20Canada+careers
OMERS (Ontario Municipal Employees Retirement System),1.0,,,,https://www.google.com/search?q=OMERS%20%28Ontario%20Municipal%20Employees%20Retirement%20System%29+careers
AIMCo (Alberta Investment Management Corporation),1.0,,,,https://www.google.com/search?q=AIMCo%20%28Alberta%20Investment%20Management%20Corporation%29+careers
Wealth One Bank of Canada,1.0,,,,https://www.google.com/search?q=Wealth%20One%20Bank%20of%20Canada+careers
Manulife Bank of Canada,1.0,,,,https://www.google.com/search?q=Manulife%20Bank%20of%20Canada+careers
Laurentian Bank of Canada,1.0,,,,https://www.google.com/search?q=Laurentian%20Bank%20of%20Canada+careers
HSBC Bank Canada,1.0,,,,https://www.google.com/search?q=HSBC%20Bank%20Canada+careers
National Bank of Canada,1.0,,,,https://www.google.com/search?q=National%20Bank%20of%20Canada+careers
Scotiabank (Bank of Nova Scotia),1.0,,,,https://www.google.com/search?q=Scotiabank%20%28Bank%20of%20Nova%20Scotia%29+careers
Bank of Montreal (BMO),1.0,,,,https://www.google.com/search?q=Bank%20of%20Montreal%20%28BMO%29+careers
Toronto-Dominion Bank (TD),1.0,,,,https://www.google.com/search?q=Toronto-Dominion%20Bank%20%28TD%29+careers
Royal Bank of Canada (RBC),1.0,,,,https://www.google.com/search?q=Royal%20Bank%20of%20Canada%20%28RBC%29+careers
UBS Global Asset Management Canada,1.0,,,,https://www.google.com/search?q=UBS%20Global%20Asset%20Management%20Canada+careers
Northern Trust Canada,1.0,,,,https://www.google.com/search?q=Northern%20Trust%20Canada+careers
Forge First Asset Management,1.0,"My knowledge base confirms that Forge First Asset Management operates in Canada. It is a Canadian investment management firm based in Toronto, specializing in various asset management services.",,,https://www.google.com/search?q=Forge%20First%20Asset%20Management+careers
Purpose Investments,1.0,"My knowledge base confirms that Purpose Investments is a Canadian investment management firm based in Toronto, Canada. It specializes in various investment strategies and products, including ETFs and mutual funds, and is actively operating within the Canadian financial market.",,,https://www.google.com/search?q=Purpose%20Investments+careers
CPP Investment Board,1.0,"The Canada Pension Plan Investment Board (CPP Investment Board) is a well-known investment management organization that operates in Canada. It manages the assets of the Canada Pension Plan and is headquartered in Toronto, Ontario. Therefore, it is confirmed that the CPP Investment Board operates in Canada.",,,https://www.google.com/search?q=CPP%20Investment%20Board+careers
Alitis Investment Counsel,1.0,"My knowledge base confirms that Alitis Investment Counsel operates in Canada. It is a Canadian investment management firm based in British Columbia, providing investment solutions and services to clients in Canada.",,,https://www.google.com/search?q=Alitis%20Investment%20Counsel+careers
Polar Securities,1.0,"My knowledge base confirms that Polar Securities is a Canadian investment management firm based in Toronto, Ontario. Therefore, it is surely operating in Canada.",,,https://www.google.com/search?q=Polar%20Securities+careers
Portland Investment Counsel,1.0,"My knowledge base confirms that Portland Investment Counsel operates in Canada. It is a Canadian investment management firm based in Ontario, providing various investment solutions to clients.",,,https://www.google.com/search?q=Portland%20Investment%20Counsel+careers
Picton Mahoney Asset Management,1.0,"My knowledge base confirms that Picton Mahoney Asset Management is a Canadian investment management firm based in Toronto, Ontario. Therefore, it is surely operating in Canada.",,,https://www.google.com/search?q=Picton%20Mahoney%20Asset%20Management+careers
Sprott Asset Management,1.0,"My knowledge base confirms that Sprott Asset Management operates in Canada. It is a Canadian-based investment management firm that specializes in precious metals and alternative investments, and it has a significant presence in the Canadian financial market.",,,https://www.google.com/search?q=Sprott%20Asset%20Management+careers
Fiera Infrastructure,1.0,"My knowledge base confirms that Fiera Infrastructure operates in Canada. Fiera Infrastructure is a Canadian investment firm that focuses on infrastructure investments and is part of Fiera Capital Corporation, which is headquartered in Canada.",,,https://www.google.com/search?q=Fiera%20Infrastructure+careers
Next Edge Capital,1.0,"My knowledge base confirms that Next Edge Capital operates in Canada. It is a Canadian investment management firm based in Toronto, specializing in alternative investment strategies.",,,https://www.google.com/search?q=Next%20Edge%20Capital+careers
Crystal Wealth,1.0,"My knowledge base confirms that Crystal Wealth operates in Canada, specifically providing wealth management and financial advisory services.",,,https://www.google.com/search?q=Crystal%20Wealth+careers
Onex Credit Partners,1.0,"My knowledge base confirms that Onex Credit Partners is a part of Onex Corporation, which is a Canadian private equity firm. Onex Corporation operates in Canada and has various investment strategies, including credit. Therefore, it is reasonable to conclude that Onex Credit Partners operates in Canada as well.",,,https://www.google.com/search?q=Onex%20Credit%20Partners+careers
Sagard Holdings,1.0,"My knowledge base confirms that Sagard Holdings operates in Canada. It is a Canadian investment firm that focuses on private equity and venture capital, and it has a significant presence in the Canadian market.",,,https://www.google.com/search?q=Sagard%20Holdings+careers
Lysander Funds Limited,1.0,"My knowledge base confirms that Lysander Funds Limited operates in Canada, as it is a Canadian investment management firm that offers various mutual funds and investment solutions.",,,https://www.google.com/search?q=Lysander%20Funds%20Limited+careers
CI Investment Services,1.0,"My knowledge base confirms that CI Investment Services is a Canadian company and operates within Canada, providing a range of investment management services.",,,https://www.google.com/search?q=CI%20Investment%20Services+careers
Polar Securities,1.0,"My knowledge base confirms that Polar Securities is a Canadian investment management firm based in Toronto, Ontario. Therefore, it is surely operating in Canada.",,,https://www.google.com/search?q=Polar%20Securities+careers
Northbridge Financial Corporation,1.0,"My knowledge base confirms that Northbridge Financial Corporation operates in Canada. It is a Canadian insurance company that provides a range of insurance products and services, primarily in the Canadian market.",,,https://www.google.com/search?q=Northbridge%20Financial%20Corporation+careers
Inovestor Asset Management,1.0,"My knowledge base confirms that Inovestor Asset Management operates in Canada. It is a Canadian company that provides investment management and financial technology solutions, primarily serving clients within Canada.",,,https://www.google.com/search?q=Inovestor%20Asset%20Management+careers
Lendified Capital Corporation,1.0,"My knowledge base confirms that Lendified Capital Corporation operates in Canada, specifically providing financing solutions to small businesses within the country.",,,https://www.google.com/search?q=Lendified%20Capital%20Corporation+careers
Forge First Asset Management,1.0,"My knowledge base confirms that Forge First Asset Management operates in Canada. It is a Canadian investment management firm based in Toronto, specializing in various asset management services.",,,https://www.google.com/search?q=Forge%20First%20Asset%20Management+careers
Slate Securities,1.0,"My knowledge base confirms that Slate Securities operates in Canada, specifically focusing on real estate investment and asset management within the Canadian market.",,,https://www.google.com/search?q=Slate%20Securities+careers
Purpose Financial,1.0,"My knowledge base confirms that Purpose Financial is a Canadian company that operates in Canada, providing investment management and financial services.",,,https://www.google.com/search?q=Purpose%20Financial+careers
Cougar Global Investments,1.0,"My knowledge base confirms that Cougar Global Investments operates in Canada. The firm is based in Canada and focuses on investment management, specifically in global equity markets.",,,https://www.google.com/search?q=Cougar%20Global%20Investments+careers
Woodbine Entertainment Group (sports betting),1.0,"My knowledge base confirms that Woodbine Entertainment Group operates in Canada, specifically in Ontario, where it is a prominent player in the horse racing and sports betting industry.",,,https://www.google.com/search?q=Woodbine%20Entertainment%20Group%20%28sports%20betting%29+careers
Echelon Wealth Partners,1.0,"My knowledge base confirms that Echelon Wealth Partners is a Canadian investment firm that operates in Canada, providing a range of financial services including wealth management and investment advisory.",,,https://www.google.com/search?q=Echelon%20Wealth%20Partners+careers
Stonegate Private Counsel,1.0,"My knowledge base confirms that Stonegate Private Counsel operates in Canada, specifically providing wealth management and investment services to clients in the country.",,,https://www.google.com/search?q=Stonegate%20Private%20Counsel+careers
Alignvest Management Corporation,1.0,"My knowledge base confirms that Alignvest Management Corporation operates in Canada. It is a Canadian investment management firm based in Toronto, focusing on private equity and asset management.",,,https://www.google.com/search?q=Alignvest%20Management%20Corporation+careers
Bristol Gate Capital Partners,1.0,"My knowledge base confirms that Bristol Gate Capital Partners operates in Canada, as it is a Canadian investment management firm based in Toronto.",,,https://www.google.com/search?q=Bristol%20Gate%20Capital%20Partners+careers
Addenda Capital,1.0,"My knowledge base confirms that Addenda Capital is a Canadian investment management firm based in Montreal, Quebec. It operates primarily in Canada, providing investment solutions and services to institutional and retail clients.",,,https://www.google.com/search?q=Addenda%20Capital+careers
Alignvest Capital Management,1.0,"My knowledge base confirms that Alignvest Capital Management operates in Canada. The firm is based in Toronto and is involved in investment management and private equity, indicating a strong presence in the Canadian financial market.",,,https://www.google.com/search?q=Alignvest%20Capital%20Management+careers
Gluskin Sheff + Associates,1.0,"My knowledge base confirms that Gluskin Sheff + Associates is a Canadian investment management firm based in Toronto, Ontario. They provide wealth management services and operate primarily within Canada.",,,https://www.google.com/search?q=Gluskin%20Sheff%20%2B%20Associates+careers
Burgundy Asset Management,1.0,"My knowledge base confirms that Burgundy Asset Management is a Canadian investment management firm based in Toronto, Ontario. Therefore, it is surely operating in Canada.",,,https://www.google.com/search?q=Burgundy%20Asset%20Management+careers
Morneau Shepell,1.0,"My knowledge base confirms that Morneau Shepell, now known as LifeWorks, operates in Canada. It is a prominent Canadian company providing health and wellness solutions, including employee assistance programs and mental health services, and has a significant presence across the country.",,,https://www.google.com/search?q=Morneau%20Shepell+careers
McLean Budden,1.0,My knowledge base confirms that McLean Budden operates in Canada. It is a Canadian investment management firm that provides investment solutions and services to institutional and retail clients.,,,https://www.google.com/search?q=McLean%20Budden+careers
Canso Investment Counsel Ltd.,1.0,"My knowledge base confirms that Canso Investment Counsel Ltd. operates in Canada. It is a Canadian investment management firm based in Toronto, specializing in fixed income investments.",,,https://www.google.com/search?q=Canso%20Investment%20Counsel%20Ltd.+careers
Greystone Managed Investments,1.0,"My knowledge base confirms that Greystone Managed Investments is a Canadian investment management firm based in Regina, Saskatchewan. Therefore, it is surely operating in Canada.",,,https://www.google.com/search?q=Greystone%20Managed%20Investments+careers
Fiera Sceptre,1.0,"My knowledge base confirms that Fiera Sceptre operates in Canada. It is a Canadian investment management firm based in Montreal, specializing in various asset management services.",,,https://www.google.com/search?q=Fiera%20Sceptre+careers
Industrial Alliance Investment Management,1.0,"My knowledge base confirms that Industrial Alliance Investment Management operates in Canada. It is a well-known financial services company based in Quebec, Canada, and is part of the larger Industrial Alliance Insurance and Financial Services Inc. group, which provides a range of investment management services within the Canadian market.",,,https://www.google.com/search?q=Industrial%20Alliance%20Investment%20Management+careers
Public Sector Pension Investment Board (PSP),1.0,"The Public Sector Pension Investment Board (PSP) is a Canadian Crown corporation that manages pension assets for the federal public service, the Canadian Forces, the Royal Canadian Mounted Police, and other public sector pension plans in Canada. Therefore, it is surely operating in Canada.",,,https://www.google.com/search?q=Public%20Sector%20Pension%20Investment%20Board%20%28PSP%29+careers
Gravitas Securities,1.0,"My knowledge base confirms that Gravitas Securities operates in Canada, as it is a Canadian investment dealer providing various financial services.",,,https://www.google.com/search?q=Gravitas%20Securities+careers
OPTrust,1.0,"My knowledge base confirms that OPTrust, which is the Ontario Public Service Employees Union Pension Trust, operates in Canada. It is a major pension fund based in Ontario, Canada, specifically serving the pension needs of public service employees in the province.",,,https://www.google.com/search?q=OPTrust+careers
Veritas Investment Research,1.0,"My knowledge base confirms that Veritas Investment Research operates in Canada. It is a well-known investment research firm based in Toronto, providing analysis and insights on various investment opportunities within the Canadian market.",,,https://www.google.com/search?q=Veritas%20Investment%20Research+careers
Provisus Wealth Management,1.0,My knowledge base confirms that Provisus Wealth Management operates in Canada. It is a Canadian investment management firm that provides wealth management services to clients in the country.,,,https://www.google.com/search?q=Provisus%20Wealth%20Management+careers
Pavilion Advisory Group,1.0,"My knowledge base confirms that Pavilion Advisory Group operates in Canada, specifically in the financial advisory and investment management sectors. They have a presence in major Canadian cities and provide services to clients within the country.",,,https://www.google.com/search?q=Pavilion%20Advisory%20Group+careers
Integrated Asset Management Corp,1.0,"My knowledge base confirms that Integrated Asset Management Corp operates in Canada, as it is a Canadian-based investment management firm.",,,https://www.google.com/search?q=Integrated%20Asset%20Management%20Corp+careers
Wesbild,1.0,"My knowledge base confirms that Wesbild is a Canadian real estate development and investment company based in British Columbia. Therefore, it is surely operating in Canada.",,,https://www.google.com/search?q=Wesbild+careers
Lorne Steinberg Wealth Management,1.0,"My knowledge base confirms that Lorne Steinberg Wealth Management operates in Canada, specifically based in Montreal, Quebec. The firm provides investment management services and is well-known within the Canadian financial landscape.",,,https://www.google.com/search?q=Lorne%20Steinberg%20Wealth%20Management+careers
Northwater Capital Management,1.0,"My knowledge base confirms that Northwater Capital Management operates in Canada, as it is a Canadian investment management firm based in Toronto.",,,https://www.google.com/search?q=Northwater%20Capital%20Management+careers
Northfield Capital Corp.,1.0,"My knowledge base confirms that Northfield Capital Corp. operates in Canada. It is a Canadian investment company, and its activities are primarily focused within the Canadian market.",,,https://www.google.com/search?q=Northfield%20Capital%20Corp.+careers
Diversico Asset Management Inc.,1.0,"My knowledge base confirms that Diversico Asset Management Inc. operates in Canada, as it is a Canadian-based asset management firm.",,,https://www.google.com/search?q=Diversico%20Asset%20Management%20Inc.+careers
Periscope Capital,1.0,"My knowledge base confirms that Periscope Capital operates in Canada. It is a Canadian investment management firm based in Toronto, specializing in various investment strategies.",,,https://www.google.com/search?q=Periscope%20Capital+careers
The Stars Group (now part of Flutter Entertainment),1.0,"The Stars Group, which is now part of Flutter Entertainment, has a significant presence in Canada, particularly through its online gaming and betting operations. The company was originally founded in Canada and has maintained its operations there, making it a well-established entity in the Canadian market.",,,https://www.google.com/search?q=The%20Stars%20Group%20%28now%20part%20of%20Flutter%20Entertainment%29+careers
First Asset Investment Management,1.0,"My knowledge base confirms that First Asset Investment Management operates in Canada. It is a Canadian investment management firm that specializes in exchange-traded funds (ETFs) and other investment products, indicating a clear presence in the Canadian financial market.",,,https://www.google.com/search?q=First%20Asset%20Investment%20Management+careers
Vancity Investment Management,1.0,"My knowledge base confirms that Vancity Investment Management operates in Canada, specifically as a part of Vancity Credit Union, which is based in British Columbia. Vancity is well-known for its focus on sustainable and community-based investing within Canada.",,,https://www.google.com/search?q=Vancity%20Investment%20Management+careers
Nicola Wealth Management,1.0,"My knowledge base confirms that Nicola Wealth Management is a Canadian company based in Vancouver, British Columbia. It specializes in wealth management services and operates primarily within Canada.",,,https://www.google.com/search?q=Nicola%20Wealth%20Management+careers
Pembroke Private Wealth Management,1.0,"My knowledge base confirms that Pembroke Private Wealth Management operates in Canada, specifically providing wealth management services to clients in the country.",,,https://www.google.com/search?q=Pembroke%20Private%20Wealth%20Management+careers
Sports Interaction,1.0,My knowledge base confirms that Sports Interaction operates in Canada as a licensed online gaming and sports betting platform. It is one of the prominent brands in the Canadian market for sports betting and online casino games.,,,https://www.google.com/search?q=Sports%20Interaction+careers
Purpose Investments Inc.,1.0,"My knowledge base confirms that Purpose Investments Inc. is a Canadian investment management firm based in Toronto, Ontario. It operates primarily in Canada, offering a range of investment products and services.",,,https://www.google.com/search?q=Purpose%20Investments%20Inc.+careers
Morneau Shepell Asset & Risk Management,1.0,"Morneau Shepell, now known as LifeWorks, is a Canadian company that provides asset and risk management services, among other offerings. It operates primarily in Canada and has a significant presence in the Canadian market.",,,https://www.google.com/search?q=Morneau%20Shepell%20Asset%20%26%20Risk%20Management+careers
Crosbie & Company,1.0,"My knowledge base confirms that Crosbie & Company operates in Canada. It is a well-known investment banking and financial advisory firm based in Canada, providing services such as mergers and acquisitions, capital raising, and financial advisory.",,,https://www.google.com/search?q=Crosbie%20%26%20Company+careers
Suncor Energy,1.0,"My knowledge base confirms that Suncor Energy is a Canadian company, headquartered in Calgary, Alberta. It is one of the largest integrated energy companies in Canada, involved in the production of oil and gas, as well as renewable energy initiatives. Therefore, it surely operates in Canada.",,,https://www.google.com/search?q=Suncor%20Energy+careers
Northland Power,1.0,"My knowledge base confirms that Northland Power is a Canadian company headquartered in Toronto, Ontario. It operates in the renewable energy sector and has various projects both in Canada and internationally. Therefore, it is surely operating in Canada.",,,https://www.google.com/search?q=Northland%20Power+careers
Lysander Funds Limited,1.0,"My knowledge base confirms that Lysander Funds Limited operates in Canada, as it is a Canadian investment management firm that offers various mutual funds and investment solutions.",,,https://www.google.com/search?q=Lysander%20Funds%20Limited+careers
Teck Resources,1.0,"My knowledge base confirms that Teck Resources is a Canadian company headquartered in Vancouver, British Columbia. It is one of Canada's largest mining companies and operates primarily in Canada, making it certain that it operates within the country.",,,https://www.google.com/search?q=Teck%20Resources+careers
Nutrien,1.0,"My knowledge base confirms that Nutrien is a Canadian company, headquartered in Saskatoon, Saskatchewan. It is one of the largest providers of crop inputs and services in the world, and it operates extensively within Canada.",,,https://www.google.com/search?q=Nutrien+careers
Timbercreek Asset Management,1.0,"My knowledge base confirms that Timbercreek Asset Management operates in Canada. It is a Canadian-based investment management firm that focuses on real estate and other asset classes, and it has a significant presence in the Canadian market.",,,https://www.google.com/search?q=Timbercreek%20Asset%20Management+careers
Caldwell Securities,1.0,"My knowledge base confirms that Caldwell Securities is a Canadian investment firm based in Canada, providing various financial services including investment management and advisory services.",,,https://www.google.com/search?q=Caldwell%20Securities+careers
Lawrence Park Asset Management,1.0,"My knowledge base confirms that Lawrence Park Asset Management operates in Canada, specifically focusing on investment management services within the Canadian market.",,,https://www.google.com/search?q=Lawrence%20Park%20Asset%20Management+careers
loom Investment Counsel,1.0,"My knowledge base confirms that Loom Investment Counsel operates in Canada, specifically providing investment management services to clients within the country.",,,https://www.google.com/search?q=loom%20Investment%20Counsel+careers
